name,description,release_date,platforms
Elden Ring,"The Golden Order has been broken.

Rise, Tarnished, and be guided by grace to brandish the power of the Elden Ring and become an Elden Lord in the Lands Between.

In the Lands Between ruled by Queen Marika the Eternal, the Elden Ring, the source of the Erdtree, has been shattered.

Marika's offspring, demigods all, claimed the shards of the Elden Ring known as the Great Runes, and the mad taint of their newfound strength triggered a war: The Shattering. A war that meant abandonment by the Greater Will.

And now the guidance of grace will be brought to the Tarnished who were spurned by the grace of gold and exiled from the Lands Between. Ye dead who yet live, your grace long lost, follow the path to the Lands Between beyond the foggy sea to stand before the Elden Ring.",2022-02-25,
Dark Souls,"Bone-rattling because of its complexity adventure in the Lordran, land of the ancient lords and endless mysteries. We are playing for a tacit prisoner, whose goal is to become human again. This is the first game in the series.

The main game mechanics is exploration. Dark Souls is a third-person action RPG, a part of the Souls series. The player slowly advances from one point of contact to another, defeating more and more powerful enemies. Completing the game is a truly hard task with the first, one of the main features of the series - a constant repetition and search for better tactics to overcome a certain enemy. After each savepoint respawns defeated enemies, after each death the player loses all the accumulated in-game currency.

In the game there is an unconventional multiplayer system: players can invite other people to join their game sessions for a duel or to help each other with difficult bosses.",2011-09-22,
Fortnite Battle Royale,"Fortnite Battle Royale is the completely free 100-player PvP mode in Fortnite. One giant map. A battle bus. Fortnite building skills and destructible environments combined with intense PvP combat. The last one standing wins.  Download now for FREE and jump into the action.

This download also gives you a path to purchase the Save the World co-op PvE campaign during Fortnite’s Early Access season, or instant access if you received a Friend invite.

Online features require an account and are subject to terms of service and applicable privacy policy (playstationnetwork.com/terms-of-service & playstationnetwork.com/privacy-policy).

1 player

Network Players 2-99

10GB minimum save size

DUALSHOCK®4

Online Play (Required)

Software subject to license (us.playstation.com/softwarelicense). Online features require an account and are subject to terms of service and applicable privacy policy (playstationnetwork.com/terms-of-service & playstationnetwork.com/privacy-policy).

Fortnite © 2017, Epic Games, Inc. Epic Games, Fortnite, Unreal, Unreal Engine 4, UE4, and their respective logos are trademarks or registered trademarks of Epic Games, Inc. in the United States of America and elsewhere. All rights reserved. The rating icon is a registered trademark of the Entertainment Software Association. All other trademarks and trade names are the properties of their respective owners.",2017-09-26,
Elden Ring,"The Golden Order has been broken.

Rise, Tarnished, and be guided by grace to brandish the power of the Elden Ring and become an Elden Lord in the Lands Between.

In the Lands Between ruled by Queen Marika the Eternal, the Elden Ring, the source of the Erdtree, has been shattered.

Marika's offspring, demigods all, claimed the shards of the Elden Ring known as the Great Runes, and the mad taint of their newfound strength triggered a war: The Shattering. A war that meant abandonment by the Greater Will.

And now the guidance of grace will be brought to the Tarnished who were spurned by the grace of gold and exiled from the Lands Between. Ye dead who yet live, your grace long lost, follow the path to the Lands Between beyond the foggy sea to stand before the Elden Ring.",2022-02-25,
Red Dead Redemption,"Red Dead Redemption is a third-person open-world adventure game which implements the Wild West at its best: it is very much GTA-clone but in bizarre stylistics and the very beginning of the twentieth century. This is the second title of a franchise, being preceded by Red Dead Revolver and followed by Red Dead Redemption 2 coming out in late 2018. 

We play as John Marston who gradually takes down and take out criminals and those, who crosses his path. Among the combat mechanics, the most interesting one is ""Dead Eye"" — it allows one to point multiple targets out in slow motion and then shoot them simultaneously. 

The game features 16-players multiplayer and cooperative and also has zombie DLC — Undead Nightmare. Additional content adds two modes to the original game: undead overrun in which you have to survive an infinite amount of zombie waves, and Land Grab in which player has to defend the particular piece of land to gain control of it.",2010-05-18,
Dark Souls,"Bone-rattling because of its complexity adventure in the Lordran, land of the ancient lords and endless mysteries. We are playing for a tacit prisoner, whose goal is to become human again. This is the first game in the series.

The main game mechanics is exploration. Dark Souls is a third-person action RPG, a part of the Souls series. The player slowly advances from one point of contact to another, defeating more and more powerful enemies. Completing the game is a truly hard task with the first, one of the main features of the series - a constant repetition and search for better tactics to overcome a certain enemy. After each savepoint respawns defeated enemies, after each death the player loses all the accumulated in-game currency.

In the game there is an unconventional multiplayer system: players can invite other people to join their game sessions for a duel or to help each other with difficult bosses.",2011-09-22,
Apex Legends,"Conquer with character in Apex Legends, a free-to-play* Battle Royale shooter where legendary characters with powerful abilities team up to battle for fame and fortune on the fringes of the Frontier. Master an ever-growing roster of diverse legends, deep tactical squad play, and bold new innovations that level-up the Battle Royale experience—all within a rugged world where anything goes. Welcome to the next evolution of Battle Royale.

Characters you can play as: Caustic, Bangalore, Bloodhound, Crypto, Gibraltar, Lifeline, Loba, Mirage, Octane, Pathfinder, Rampart, Revenant.",2019-02-04,
Call of Duty 4: Modern Warfare,"The fourth installment of a popular series, Call of Duty 4: Modern Warfare is split into two different, gameplay-wise, parts. The single-player campaign invites players to go through the episodic story, where players control six different characters. And even though the stories are taking place in different locations, the events of the campaign are happening simultaneously, creating the sense of urgency and painting a large-scale picture of the events.

Multiplayer side of things in the Call of Duty series has been more popular among the players. A lot of features, not present in the single-player campaign, will be available to the player, such as a killstreak mechanic, that rewards players for killing multiple enemies without dying. Multiplayer maps consist of team-based and deathmatch based game modes, where players take on the objectives in order to complete the map mission or to obtain the largest amount of kills. Depending on how well the player does, they will be rewarded with experience points, which will allow them to level up and unlock new weapons, abilities, and perks for the playable classes.",2007-11-05,
Fortnite Battle Royale,"Fortnite Battle Royale is the completely free 100-player PvP mode in Fortnite. One giant map. A battle bus. Fortnite building skills and destructible environments combined with intense PvP combat. The last one standing wins.  Download now for FREE and jump into the action.

This download also gives you a path to purchase the Save the World co-op PvE campaign during Fortnite’s Early Access season, or instant access if you received a Friend invite.

Online features require an account and are subject to terms of service and applicable privacy policy (playstationnetwork.com/terms-of-service & playstationnetwork.com/privacy-policy).

1 player

Network Players 2-99

10GB minimum save size

DUALSHOCK®4

Online Play (Required)

Software subject to license (us.playstation.com/softwarelicense). Online features require an account and are subject to terms of service and applicable privacy policy (playstationnetwork.com/terms-of-service & playstationnetwork.com/privacy-policy).

Fortnite © 2017, Epic Games, Inc. Epic Games, Fortnite, Unreal, Unreal Engine 4, UE4, and their respective logos are trademarks or registered trademarks of Epic Games, Inc. in the United States of America and elsewhere. All rights reserved. The rating icon is a registered trademark of the Entertainment Software Association. All other trademarks and trade names are the properties of their respective owners.",2017-09-26,
Fortnite Battle Royale,"Fortnite Battle Royale is the completely free 100-player PvP mode in Fortnite. One giant map. A battle bus. Fortnite building skills and destructible environments combined with intense PvP combat. The last one standing wins.  Download now for FREE and jump into the action.

This download also gives you a path to purchase the Save the World co-op PvE campaign during Fortnite’s Early Access season, or instant access if you received a Friend invite.

Online features require an account and are subject to terms of service and applicable privacy policy (playstationnetwork.com/terms-of-service & playstationnetwork.com/privacy-policy).

1 player

Network Players 2-99

10GB minimum save size

DUALSHOCK®4

Online Play (Required)

Software subject to license (us.playstation.com/softwarelicense). Online features require an account and are subject to terms of service and applicable privacy policy (playstationnetwork.com/terms-of-service & playstationnetwork.com/privacy-policy).

Fortnite © 2017, Epic Games, Inc. Epic Games, Fortnite, Unreal, Unreal Engine 4, UE4, and their respective logos are trademarks or registered trademarks of Epic Games, Inc. in the United States of America and elsewhere. All rights reserved. The rating icon is a registered trademark of the Entertainment Software Association. All other trademarks and trade names are the properties of their respective owners.",2017-09-26,
Elden Ring,"The Golden Order has been broken.

Rise, Tarnished, and be guided by grace to brandish the power of the Elden Ring and become an Elden Lord in the Lands Between.

In the Lands Between ruled by Queen Marika the Eternal, the Elden Ring, the source of the Erdtree, has been shattered.

Marika's offspring, demigods all, claimed the shards of the Elden Ring known as the Great Runes, and the mad taint of their newfound strength triggered a war: The Shattering. A war that meant abandonment by the Greater Will.

And now the guidance of grace will be brought to the Tarnished who were spurned by the grace of gold and exiled from the Lands Between. Ye dead who yet live, your grace long lost, follow the path to the Lands Between beyond the foggy sea to stand before the Elden Ring.",2022-02-25,
Red Dead Redemption,"Red Dead Redemption is a third-person open-world adventure game which implements the Wild West at its best: it is very much GTA-clone but in bizarre stylistics and the very beginning of the twentieth century. This is the second title of a franchise, being preceded by Red Dead Revolver and followed by Red Dead Redemption 2 coming out in late 2018. 

We play as John Marston who gradually takes down and take out criminals and those, who crosses his path. Among the combat mechanics, the most interesting one is ""Dead Eye"" — it allows one to point multiple targets out in slow motion and then shoot them simultaneously. 

The game features 16-players multiplayer and cooperative and also has zombie DLC — Undead Nightmare. Additional content adds two modes to the original game: undead overrun in which you have to survive an infinite amount of zombie waves, and Land Grab in which player has to defend the particular piece of land to gain control of it.",2010-05-18,
Dark Souls,"Bone-rattling because of its complexity adventure in the Lordran, land of the ancient lords and endless mysteries. We are playing for a tacit prisoner, whose goal is to become human again. This is the first game in the series.

The main game mechanics is exploration. Dark Souls is a third-person action RPG, a part of the Souls series. The player slowly advances from one point of contact to another, defeating more and more powerful enemies. Completing the game is a truly hard task with the first, one of the main features of the series - a constant repetition and search for better tactics to overcome a certain enemy. After each savepoint respawns defeated enemies, after each death the player loses all the accumulated in-game currency.

In the game there is an unconventional multiplayer system: players can invite other people to join their game sessions for a duel or to help each other with difficult bosses.",2011-09-22,
The Witcher 3: Wild Hunt,"The third game in a series, it holds nothing back from the player. Open world adventures of the renowned monster slayer Geralt of Rivia are now even on a larger scale. Following the source material more accurately, this time Geralt is trying to find the child of the prophecy, Ciri while making a quick coin from various contracts on the side. Great attention to the world building above all creates an immersive story, where your decisions will shape the world around you.

CD Project Red are infamous for the amount of work they put into their games, and it shows, because aside from classic third-person action RPG base game they provided 2 massive DLCs with unique questlines and 16 smaller DLCs, containing extra quests and items.

Players praise the game for its atmosphere and a wide open world that finds the balance between fantasy elements and realistic and believable mechanics, and the game deserved numerous awards for every aspect of the game, from music to direction.",2015-05-18,
Apex Legends,"Conquer with character in Apex Legends, a free-to-play* Battle Royale shooter where legendary characters with powerful abilities team up to battle for fame and fortune on the fringes of the Frontier. Master an ever-growing roster of diverse legends, deep tactical squad play, and bold new innovations that level-up the Battle Royale experience—all within a rugged world where anything goes. Welcome to the next evolution of Battle Royale.

Characters you can play as: Caustic, Bangalore, Bloodhound, Crypto, Gibraltar, Lifeline, Loba, Mirage, Octane, Pathfinder, Rampart, Revenant.",2019-02-04,
God of War III,"The final part of the original trilogy about Kratos, who is on the mission to revenge his loved ones and who killed the god of war and took his place. The game is exclusive for PlayStation 3 and 4.

God of War III is a typical action-adventure slasher. The game is the seventh in the series, it is a direct continuation of God of War II story. The main elements of the game are borrowed from ancient Greek mythology. The player controls Kratos - who lost his place on Olympus this time. Together with the goddess of the land of Gaia, he climbs Mount Olympus to defeat Zeus but fails and thrown into the waters of the River Styx. The plot narrates about the ascent of the main character back to the tops.

From the gameplay point of view the game is not much different from the previous parts. This is also an action packed third-person slasher with RPG elements and handcrafted cinematics. In the hands of Kratos, two blades, whose possibilities can be improved for in-game currency, other weapons will be available as the passage progresses. All levels of the game end with boss battles with heavy use of Quick-Time-Events.",2010-03-16,
God of War I,"Unleash the power of the Gods and embark on a merciless quest as Kratos, an ex-Spartan warrior driven to destroy Ares, the God of War. Armed with lethal double chainblades, Kratos must carve through mythology's darkest creatures including Medusa, Cyclops, the Hydra and more, while solving intricate puzzles in breathtaking environments. Driven by pure revenge, nothing can stop Kratos from achieving absolution.",2005-03-22,
Fortnite Battle Royale,"Fortnite Battle Royale is the completely free 100-player PvP mode in Fortnite. One giant map. A battle bus. Fortnite building skills and destructible environments combined with intense PvP combat. The last one standing wins.  Download now for FREE and jump into the action.

This download also gives you a path to purchase the Save the World co-op PvE campaign during Fortnite’s Early Access season, or instant access if you received a Friend invite.

Online features require an account and are subject to terms of service and applicable privacy policy (playstationnetwork.com/terms-of-service & playstationnetwork.com/privacy-policy).

1 player

Network Players 2-99

10GB minimum save size

DUALSHOCK®4

Online Play (Required)

Software subject to license (us.playstation.com/softwarelicense). Online features require an account and are subject to terms of service and applicable privacy policy (playstationnetwork.com/terms-of-service & playstationnetwork.com/privacy-policy).

Fortnite © 2017, Epic Games, Inc. Epic Games, Fortnite, Unreal, Unreal Engine 4, UE4, and their respective logos are trademarks or registered trademarks of Epic Games, Inc. in the United States of America and elsewhere. All rights reserved. The rating icon is a registered trademark of the Entertainment Software Association. All other trademarks and trade names are the properties of their respective owners.",2017-09-26,
Apex Legends,"Conquer with character in Apex Legends, a free-to-play* Battle Royale shooter where legendary characters with powerful abilities team up to battle for fame and fortune on the fringes of the Frontier. Master an ever-growing roster of diverse legends, deep tactical squad play, and bold new innovations that level-up the Battle Royale experience—all within a rugged world where anything goes. Welcome to the next evolution of Battle Royale.

Characters you can play as: Caustic, Bangalore, Bloodhound, Crypto, Gibraltar, Lifeline, Loba, Mirage, Octane, Pathfinder, Rampart, Revenant.",2019-02-04,
Red Dead Redemption,"Red Dead Redemption is a third-person open-world adventure game which implements the Wild West at its best: it is very much GTA-clone but in bizarre stylistics and the very beginning of the twentieth century. This is the second title of a franchise, being preceded by Red Dead Revolver and followed by Red Dead Redemption 2 coming out in late 2018. 

We play as John Marston who gradually takes down and take out criminals and those, who crosses his path. Among the combat mechanics, the most interesting one is ""Dead Eye"" — it allows one to point multiple targets out in slow motion and then shoot them simultaneously. 

The game features 16-players multiplayer and cooperative and also has zombie DLC — Undead Nightmare. Additional content adds two modes to the original game: undead overrun in which you have to survive an infinite amount of zombie waves, and Land Grab in which player has to defend the particular piece of land to gain control of it.",2010-05-18,
Red Dead Redemption 2,"America, 1899. The end of the wild west era has begun as lawmen hunt down the last remaining outlaw gangs. Those who will not surrender or succumb are killed. 

After a robbery goes badly wrong in the western town of Blackwater, Arthur Morgan and the Van der Linde gang are forced to flee. With federal agents and the best bounty hunters in the nation massing on their heels, the gang must rob, steal and fight their way across the rugged heartland of America in order to survive. As deepening internal divisions threaten to tear the gang apart, Arthur must make a choice between his own ideals and loyalty to the gang who raised him.

From the creators of Grand Theft Auto V and Red Dead Redemption, Red Dead Redemption 2 is an epic tale of life in America at the dawn of the modern age.",2018-10-26,
Elden Ring,"The Golden Order has been broken.

Rise, Tarnished, and be guided by grace to brandish the power of the Elden Ring and become an Elden Lord in the Lands Between.

In the Lands Between ruled by Queen Marika the Eternal, the Elden Ring, the source of the Erdtree, has been shattered.

Marika's offspring, demigods all, claimed the shards of the Elden Ring known as the Great Runes, and the mad taint of their newfound strength triggered a war: The Shattering. A war that meant abandonment by the Greater Will.

And now the guidance of grace will be brought to the Tarnished who were spurned by the grace of gold and exiled from the Lands Between. Ye dead who yet live, your grace long lost, follow the path to the Lands Between beyond the foggy sea to stand before the Elden Ring.",2022-02-25,
Fortnite Battle Royale,"Fortnite Battle Royale es el modo PvP de 100 jugadores completamente gratuito en Fortnite. Un mapa gigante. Un autobús de batalla. Capacidades de construcción de Fortnite y entornos destructibles combinados con intenso combate PvP. El último que gana de pie. Descárguese ahora para GRATIS y entre en acción. Esta descarga también le da una ruta para comprar la campaña de la co-operativa Save the World PvE durante la temporada de acceso temprano de Fortnite, o acceso instantáneo si recibió una invitación de amigo. Las características en línea requieren una cuenta y están sujetas a los términos de servicio y la política de privacidad aplicable (playstationnetwork.com/terms-of-service & playstationnetwork.com/privacy-policy). 1 jugador Reproductores de red 2-99 10 GB tamaño mínimo de ahorro DUALSHOCK®4 Online Play (requerido) Software sujeto a licencia (us.playstation.com/softwarelicense). Las características en línea requieren una cuenta y están sujetas a los términos de servicio y la política de privacidad aplicable (playstationnetworks.com/teral).",2017-09-26,
Fortnite Battle Royale,"Fortnite Battle Royale es el modo PvP de 100 jugadores completamente gratuito en Fortnite. Un mapa gigante. Un autobús de batalla. Capacidades de construcción de Fortnite y entornos destructibles combinados con intenso combate PvP. El último que gana de pie. Descárguese ahora para GRATIS y entre en acción. Esta descarga también le da una ruta para comprar la campaña de la co-operativa Save the World PvE durante la temporada de acceso temprano de Fortnite, o acceso instantáneo si recibió una invitación de amigo. Las características en línea requieren una cuenta y están sujetas a los términos de servicio y la política de privacidad aplicable (playstationnetwork.com/terms-of-service & playstationnetwork.com/privacy-policy). 1 jugador Reproductores de red 2-99 10 GB tamaño mínimo de ahorro DUALSHOCK®4 Online Play (requerido) Software sujeto a licencia (us.playstation.com/softwarelicense). Las características en línea requieren una cuenta y están sujetas a los términos de servicio y la política de privacidad aplicable (playstationnetworks.com/teral).",2017-09-26,
Elden Ring,"La Orden Dorada ha sido quebrantada. Levántate, empañada, y guíate por gracia para blandir el poder del Anillo Elden y convertirte en un Señor Elden en las Tierras Entre. En las Tierras Entre gobernadas por la Reina Marika la Eterna, el Anillo Elden, la fuente del Erdtree, ha sido destrozada. La descendencia de Marika, todos semidioses, reclamaron los fragmentos del Anillo Elden conocido como las Grandes Runas, y la mancha loca de su fuerza recién descubierta desencadenó una guerra: El Shattering. Una guerra que significó el abandono por la Voluntad Mayor. Y ahora la guía de la gracia será llevada a los Tarnished que fueron rechazados por la gracia del oro y exiliados de las Tierras Entre. Ustedes muertos que aún viven, su gracia perdida por mucho tiempo, siguen el camino a las Tierras Entre más allá del mar nebuloso para estar ante el Anillo Elden.",2022-02-25,
Apex Legends,"Conquista con un personaje en Apex Legends, un shooter libre para jugar* Battle Royale donde personajes legendarios con habilidades poderosas se unen para luchar por la fama y la fortuna en los márgenes de la Frontera. Domina una lista cada vez mayor de leyendas diversas, un profundo juego de escuadra táctica y nuevas innovaciones audaces que igualan la experiencia de Battle Royale, todo dentro de un mundo robusto donde todo va. Bienvenido a la próxima evolución de Battle Royale. Personajes que puedes jugar como: Caustic, Bangalore, Bloodhound, Crypto, Gibraltar, Lifeline, Loba, Mirage, Octane, Pathfinder, Rampart, Revenant.",2019-02-04,
God of War III,"La parte final de la trilogía original sobre Kratos, que está en la misión de vengar a sus seres queridos y que mató al dios de la guerra y tomó su lugar. El juego es exclusivo de PlayStation 3 y 4. God of War III es un típico slasher de acción-aventura. El juego es el séptimo de la serie, es una continuación directa de la historia de God of War II. Los elementos principales del juego son tomados de la antigua mitología griega. El jugador controla Kratos - que perdió su lugar en Olympus esta vez. Junto con la diosa de la tierra de Gaia, sube al Monte Olimpo para derrotar a Zeus pero falla y se lanza a las aguas del río Styx. La trama narra sobre la ascensión del personaje principal de vuelta a la cima. Desde el punto de vista del juego el juego no es muy diferente de las partes anteriores. Esto también es una acción llena de tercera persona slasher con elementos RPG y cinemáticas artesanales. En las manos de Kratos, dos espadas, cuyas posibilidades pueden mejorarse para el juego en moneda, otras armas estarán disponibles como pasaje.",2010-03-16,
God of War I,"Liberar el poder de los dioses y embarcarse en una búsqueda despiadada como Kratos, un ex guerrero espartano impulsado a destruir a Ares, el Dios de la Guerra. Armado con letales dobles cadenas, Kratos debe tallar a través de las criaturas más oscuras de la mitología, incluyendo Medusa, Cíclope, la Hidra y más, mientras que resolver intrincados puzzles en entornos impresionantes. Impulsado por la venganza pura, nada puede detener Kratos de lograr la absolución.",2005-03-22,
Elden Ring,"La Orden Dorada ha sido quebrantada. Levántate, empañada, y guíate por gracia para blandir el poder del Anillo Elden y convertirte en un Señor Elden en las Tierras Entre. En las Tierras Entre gobernadas por la Reina Marika la Eterna, el Anillo Elden, la fuente del Erdtree, ha sido destrozada. La descendencia de Marika, todos semidioses, reclamaron los fragmentos del Anillo Elden conocido como las Grandes Runas, y la mancha loca de su fuerza recién descubierta desencadenó una guerra: El Shattering. Una guerra que significó el abandono por la Voluntad Mayor. Y ahora la guía de la gracia será llevada a los Tarnished que fueron rechazados por la gracia del oro y exiliados de las Tierras Entre. Ustedes muertos que aún viven, su gracia perdida por mucho tiempo, siguen el camino a las Tierras Entre más allá del mar nebuloso para estar ante el Anillo Elden.",2022-02-25,
Fortnite Battle Royale,"Fortnite Battle Royale es el modo PvP de 100 jugadores completamente gratuito en Fortnite. Un mapa gigante. Un autobús de batalla. Capacidades de construcción de Fortnite y entornos destructibles combinados con intenso combate PvP. El último que gana de pie. Descárguese ahora para GRATIS y entre en acción. Esta descarga también le da una ruta para comprar la campaña de la co-operativa Save the World PvE durante la temporada de acceso temprano de Fortnite, o acceso instantáneo si recibió una invitación de amigo. Las características en línea requieren una cuenta y están sujetas a los términos de servicio y la política de privacidad aplicable (playstationnetwork.com/terms-of-service & playstationnetwork.com/privacy-policy). 1 jugador Reproductores de red 2-99 10 GB tamaño mínimo de ahorro DUALSHOCK®4 Online Play (requerido) Software sujeto a licencia (us.playstation.com/softwarelicense). Las características en línea requieren una cuenta y están sujetas a los términos de servicio y la política de privacidad aplicable (playstationnetworks.com/teral).",2017-09-26,
Fortnite Battle Royale,"Fortnite Battle Royale es el modo PvP 100 jugadores totalmente gratis en Fortnite. Un mapa gigante. Un autobús de batalla. Fortnite habilidades de construcción y entornos destructibles combinados con un intenso combate PvP. El último en pie gana. Descárgate ahora GRATIS y salta a la acción.

Esta descarga también le da una ruta para comprar la campaña de PvE de la cooperativa Save the World durante la temporada de acceso temprano de Fortnite, o acceso instantáneo si recibió una invitación de un amigo.

Las funciones en línea requieren una cuenta y están sujetas a las condiciones de servicio y la política de privacidad aplicable (playstationnetwork.com/terms-of-service & playstationnetwork.com/privacy-policy).

1 jugador

Jugadores de red 2-99

Tamaño mínimo de ahorro de 10 GB

DUALSHOCK®4

Juego en línea (requerido)

Software sujeto a licencia (us.playstation.com/softwarelicense). Las funciones en línea requieren una cuenta y están sujetas a los términos de servicio y la política de privacidad aplicable (playstationnetwork.com/terms-of-service & playstationnetwork.com/privacy-policy).

Fortnite © 2017, Epic Games, Inc. Epic Games, Fortnite, Unreal, Unreal Engine 4, UE4, y sus respectivos logotipos son marcas comerciales o marcas registradas de Epic Games, Inc. en los Estados Unidos de América y en otros lugares. Todos los derechos reservados. El icono de clasificación es una marca registrada de la Entertainment Software Association. Todas las demás marcas comerciales y nombres comerciales son propiedad de sus respectivos propietarios.",2017-09-26,
Fortnite Battle Royale,"Fortnite Battle Royale es el modo PvP 100 jugadores totalmente gratis en Fortnite. Un mapa gigante. Un autobús de batalla. Fortnite habilidades de construcción y entornos destructibles combinados con un intenso combate PvP. El último en pie gana. Descárgate ahora GRATIS y salta a la acción.

Esta descarga también le da una ruta para comprar la campaña de PvE de la cooperativa Save the World durante la temporada de acceso temprano de Fortnite, o acceso instantáneo si recibió una invitación de un amigo.

Las funciones en línea requieren una cuenta y están sujetas a las condiciones de servicio y la política de privacidad aplicable (playstationnetwork.com/terms-of-service & playstationnetwork.com/privacy-policy).

1 jugador

Jugadores de red 2-99

Tamaño mínimo de ahorro de 10 GB

DUALSHOCK®4

Juego en línea (requerido)

Software sujeto a licencia (us.playstation.com/softwarelicense). Las funciones en línea requieren una cuenta y están sujetas a los términos de servicio y la política de privacidad aplicable (playstationnetwork.com/terms-of-service & playstationnetwork.com/privacy-policy).

Fortnite © 2017, Epic Games, Inc. Epic Games, Fortnite, Unreal, Unreal Engine 4, UE4, y sus respectivos logotipos son marcas comerciales o marcas registradas de Epic Games, Inc. en los Estados Unidos de América y en otros lugares. Todos los derechos reservados. El icono de clasificación es una marca registrada de la Entertainment Software Association. Todas las demás marcas comerciales y nombres comerciales son propiedad de sus respectivos propietarios.",2017-09-26,
Elden Ring,"La Orden Dorada ha sido rota.

Levántate, empañado, y guíate por la gracia para blandir el poder del Anillo Elden y convertirte en un Señor Elden en las Tierras Entre.

En las Tierras Entre gobernadas por la Reina Marika la Eterna, el Anillo Elden, la fuente del Erdtree, ha sido destrozado.

La descendencia de Marika, semidioses todos, reclamó los fragmentos del Anillo Elden conocido como las Grandes Runas, y la mancha loca de su fuerza recién descubierta desencadenó una guerra: El Destrozo. Una guerra que significó el abandono por la Voluntad Mayor.

Y ahora la guía de la gracia será traída a los Tarnished que fueron despreciados por la gracia del oro y exiliados de las Tierras Entre. Ustedes muertos que aún viven, su gracia perdida por mucho tiempo, seguir el camino a las Tierras Entre más allá del mar nebuloso para estar ante el Anillo Elden.",2022-02-25,
Fortnite Battle Royale,"Fortnite Battle Royale es el modo PvP 100 jugadores totalmente gratis en Fortnite. Un mapa gigante. Un autobús de batalla. Fortnite habilidades de construcción y entornos destructibles combinados con un intenso combate PvP. El último en pie gana. Descárgate ahora GRATIS y salta a la acción.

Esta descarga también le da una ruta para comprar la campaña de PvE de la cooperativa Save the World durante la temporada de acceso temprano de Fortnite, o acceso instantáneo si recibió una invitación de un amigo.

Las funciones en línea requieren una cuenta y están sujetas a las condiciones de servicio y la política de privacidad aplicable (playstationnetwork.com/terms-of-service & playstationnetwork.com/privacy-policy).

1 jugador

Jugadores de red 2-99

Tamaño mínimo de ahorro de 10 GB

DUALSHOCK®4

Juego en línea (requerido)

Software sujeto a licencia (us.playstation.com/softwarelicense). Las funciones en línea requieren una cuenta y están sujetas a los términos de servicio y la política de privacidad aplicable (playstationnetwork.com/terms-of-service & playstationnetwork.com/privacy-policy).

Fortnite © 2017, Epic Games, Inc. Epic Games, Fortnite, Unreal, Unreal Engine 4, UE4, y sus respectivos logotipos son marcas comerciales o marcas registradas de Epic Games, Inc. en los Estados Unidos de América y en otros lugares. Todos los derechos reservados. El icono de clasificación es una marca registrada de la Entertainment Software Association. Todas las demás marcas comerciales y nombres comerciales son propiedad de sus respectivos propietarios.",2017-09-26,
Red Dead Redemption,"Red Dead Redemption es un juego de aventura de mundo abierto en tercera persona que implementa el Salvaje Oeste en su mejor momento: es mucho GTA-clone pero en estilística bizarra y el comienzo mismo del siglo XX. Este es el segundo título de una franquicia, siendo precedido por Red Dead Revolver y seguido por Red Dead Redemption 2 que sale a finales de 2018.

Jugamos como John Marston que gradualmente derriba y derriba a criminales y a aquellos que se cruzan en su camino. Entre los mecánicos de combate, el más interesante es ""Ojo Muerto"" — permite a uno señalar múltiples objetivos a cámara lenta y luego dispararles simultáneamente.

El juego cuenta con 16 jugadores multijugador y cooperativo y también tiene zombie DLC — Undead Nightmare. Contenido adicional añade dos modos al juego original: invasión de no-muertos en el que tienes que sobrevivir a una cantidad infinita de olas zombies, y Land Grab en el que el jugador tiene que defender la parte particular de la tierra para ganar el control de ella.",2010-05-18,
Elden Ring,"La Orden Dorada ha sido rota.

Levántate, empañado, y guíate por la gracia para blandir el poder del Anillo Elden y convertirte en un Señor Elden en las Tierras Entre.

En las Tierras Entre gobernadas por la Reina Marika la Eterna, el Anillo Elden, la fuente del Erdtree, ha sido destrozado.

La descendencia de Marika, semidioses todos, reclamó los fragmentos del Anillo Elden conocido como las Grandes Runas, y la mancha loca de su fuerza recién descubierta desencadenó una guerra: El Destrozo. Una guerra que significó el abandono por la Voluntad Mayor.

Y ahora la guía de la gracia será traída a los Tarnished que fueron despreciados por la gracia del oro y exiliados de las Tierras Entre. Ustedes muertos que aún viven, su gracia perdida por mucho tiempo, seguir el camino a las Tierras Entre más allá del mar nebuloso para estar ante el Anillo Elden.",2022-02-25,
Detroit: Become Human,"En el mundo futuro, los androides hacen casi todo lo que la gente hace - incluso comienzan a pensar y sentir. Aunque nadie les enseñó esto.

La trama de ""Conviértete en humano"" está construida alrededor de tres personajes, cada uno con una historia separada, pero finalmente se fusionan en una sola imagen.

Connor es un investigador de la policía y androide. Tiene una tarea sencilla - encontrar androides, desviados del camino dado por los humanos. Tiene una visión especial, que le permite ver los acontecimientos como sucedieron. Y cuanto más información recopila, mayores son sus posibilidades de actuar correctamente.

Kara es una ama de casa androide que desarrolla espontáneamente la autoconciencia. Como resultado, Kara asume la responsabilidad del destino de la niña para la que trabajaba como niñera. Ella, junto con la niña, escapa de la casa como resultado de un conflicto con su padre, el dueño de Kara.

Markus es un androide cuidador. También adquirió la autoconciencia y llegó a la idea de que los androides necesitan libertad. Él tiene la capacidad de conceder a los androides el libre albedrío y calcular las consecuencias de algunas acciones.

La historia se desarrolla dependiendo de las decisiones tomadas por los personajes. Algunas decisiones tienen que ser tomadas rápidamente. A veces un jugador puede volver al momento de tomar una decisión y reproducir la situación.",2018-05-25,
